Price,id
4978780.778399998,0
15829625.838,1
11810313.496799998,2
3328401.2736,3
4745779.552800001,4
3544526.3724,5
2496560.6016000006,6
2810360.1708000004,7
5654975.056714287,8
7772873.8799399985,9
4237046.892000001,10
6276181.291714285,11
11914124.6328,12
3529271.257200001,13
3434898.6827999996,14
5640431.238,15
8630038.080857143,16
14318326.105200002,17
10795445.231999999,18
4502004.829399999,19
14773526.2584,20
11550373.660799999,21
7734900.593939998,22
9019943.727599999,23
3381860.5704,24
2524019.9868000005,25
3328401.2736,26
3714010.56,27
3760509.1992,28
10347642.291257143,29
8330986.218285713,30
2482072.866000001,31
7198798.698,32
2991019.8240000005,33
3760509.1992,34
10347642.291257143,35
2545444.6680000005,36
8245463.272799999,37
3612639.0924,38
19935246.302400004,39
7674743.788399998,40
7927183.222399998,41
3311806.7268000003,42
10580712.0276,43
9019943.727599999,44
8331875.4182857135,45
5960965.607999999,46
4516069.2564,47
2524019.9868000005,48
2524019.9868000005,49
16114123.896000003,50
7327470.384000001,51
3768164.6183999996,52
4242973.41,53
8363630.542799998,54
7674743.788399998,55
6051570.641999999,56
11578390.8708,57
2859240.3840000005,58
10347642.291257143,59
5581632.887999999,60
7885452.177199998,61
3744687.9600000004,62
2982059.355600001,63
14470002.792514287,64
5640431.238,65
2445035.9076,66
5867660.0736,67
7674743.788399998,68
15684582.498,69
16015587.197999999,70
3182703.7788,71
20933014.658400007,72
6373411.903114285,73
7093791.24714,74
3683490.5484,75
18224166.448799998,76
2931511.8924000002,77
2522375.856000002,78
4394088.504000001,79
8977182.650057143,80
14672750.2584,81
6835065.836039999,82
13967526.331200004,83
3038004.2627999997,84
10967014.297199996,85
14672750.2584,86
10795445.231999999,87
29590850.0628,88
8668285.240457142,89
18504734.242800005,90
11581801.841999998,91
2931511.8924000002,92
2864610.2628,93
11506365.670799999,94
9357725.020799998,95
11578390.8708,96
4952083.734000003,97
3231317.2320000012,98
15728849.838,99
2864610.2628,100
2904820.776,101
16350534.6108,102
24143976.324000005,103
3570698.196000001,104
17624334.00312,105
6241785.37164,106
2445035.9076,107
8976096.9792,108
7101791.424000001,109
5093850.594300002,110
3560182.5168,111
4113624.301799999,112
2741723.119200002,113
11879022.87,114
4337214.0864,115
3419536.2708,116
10452831.433200002,117
5037289.101000001,118
8382925.799081427,119
5211294.129599998,120
16015587.197999999,121
2920651.5000000005,122
3740579.2631999995,123
3130962.12,124
10455995.206799999,125
14306406.972000001,126
11159514.537599998,127
8431917.829181427,128
3748924.998,129
3961209.9384000003,130
15376365.919200001,131
14295206.905200003,132
2782020.4776,133
3319883.3304000003,134
10889280.433199996,135
3399938.8956,136
10993839.089999998,137
15909105.498,138
19865930.791200005,139
13452311.343119998,140
8431917.829181427,141
3353300.3556000013,142
8897966.2356,143
7674743.788399998,144
2468436.984,145
2958652.944,146
7756325.573657143,147
3570698.196000001,148
11159514.537599998,149
6822959.3484000005,150
8510080.893599998,151
4746023.193600001,152
12086463.067714285,153
3487252.1112,154
8579032.45524,155
2950774.6319999998,156
10254210.829199994,157
9293213.378562855,158
4002796.0440000016,159
15684582.498,160
8227333.670399999,161
21318636.690000005,162
7734900.593939998,163
8582922.040457143,164
9040835.032602856,165
17173314.038400006,166
9040835.032602856,167
11578390.8708,168
6828788.97324,169
5640431.238,170
17683825.395600006,171
2744444.9604000025,172
3509227.8,173
5227864.6680000005,174
6831586.366799998,175
12331428.890039999,176
3942483.3863999997,177
15829625.838,178
11618272.9728,179
6186641.604000001,180
16839631.957200002,181
10347642.291257143,182
14670473.906399999,183
6831586.366799998,184
4096390.5684000016,185
2468436.984,186
13331563.407240001,187
6241785.37164,188
3004765.9668,189
3125403.7308000005,190
6722895.004799999,191
6051570.641999999,192
10654465.77312,193
3467300.2416,194
2468436.984,195
5212793.3208,196
3688382.9268,197
2937969.2628,198
14205630.972000001,199
15345510.679200001,200
2931511.8924000002,201
17621581.395600006,202
5643194.871600001,203
5565007.5156,204
3140333.3988000005,205
4083538.2939,206
11412637.180975456,207
13144605.8172,208
3700909.0872000004,209
16067501.658000004,210
15728849.838,211
6634098.6036,212
5362481.026500001,213
2859240.3840000005,214
11581801.841999998,215
8630038.080857143,216
7409224.64724,217
2654312.0916000023,218
14938103.2476,219
2953718.180400002,220
15728849.838,221
3205030.7016000003,222
4915672.772399998,223
13173947.6388,224
17567336.28312,225
6756539.872679999,226
5115498.2424,227
5578654.957199999,228
