Price,id
3159227.023341447,0
15230583.039631125,1
9478951.76232584,2
3271195.1537444135,3
4469250.490293895,4
3985047.6124616438,5
2766306.6330729784,6
2843195.118717661,7
5544608.568349083,8
9646899.532215495,9
4998719.499484227,10
5467720.0827044,11
9383372.568429312,12
4573457.727015844,13
2812159.4839348663,14
7026491.99239149,15
7758471.62863968,16
11127333.235830601,17
9707643.078554638,18
2998879.9566711555,19
13386343.86128893,20
11301258.78047511,21
9094433.364048142,22
7199003.495581658,23
2843195.118717661,24
2766306.6330729784,25
3271195.1537444135,26
4157559.115651812,27
4662447.636323247,28
9024363.5435043,29
7862333.687892516,30
2766306.6330729784,31
7285442.369585272,32
5664547.787516987,33
4662447.636323247,34
9024363.5435043,35
2766306.6330729784,36
6316396.879253832,37
3985047.6124616438,38
19899571.08934041,39
7199003.495581658,40
7199003.495581658,41
4067437.9154735925,42
9024363.5435043,43
7199003.495581658,44
8545613.222942853,45
5544608.568349083,46
6087392.879949965,47
2766306.6330729784,48
2766306.6330729784,49
12952693.28375325,50
9047251.407894598,51
4157559.115651812,52
2822509.4758784766,53
10981731.462349791,54
7199003.495581658,55
7026491.99239149,56
9504768.02642526,57
2843195.118717661,58
9024363.5435043,59
7026491.99239149,60
7199003.495581658,61
5049404.266191104,62
2628216.3172748955,63
11526594.861362852,64
7026491.99239149,65
3271195.1537444135,66
7209185.29893447,67
7199003.495581658,68
14941718.84780856,69
14273497.656064684,70
3475383.725220141,71
15782583.891486851,72
5881326.115812054,73
7585960.125449511,74
3985047.6124616438,75
20230751.75862883,76
2843195.118717661,77
2644671.4974836707,78
4662001.952021256,79
8441751.16369002,80
13949744.205995763,81
7363209.539854461,82
12848965.680810275,83
3348083.6393890963,84
11387595.922061633,85
13949744.205995763,86
9707643.078554638,87
24070116.30282192,88
7758471.62863968,89
21583281.69718924,90
8646028.296930738,91
2843195.118717661,92
2843195.118717661,93
9504768.02642526,94
7882283.030631993,95
9504768.02642526,96
5917726.846548343,97
4426938.375550559,98
14817091.652221754,99
2843195.118717661,100
3348083.6393890963,101
13593657.85265015,102
20582149.69598577,103
4379181.370734999,104
21903406.438142475,105
7026491.99239149,106
3271195.1537444135,107
11010068.251404025,108
6059676.3754284065,109
8355705.427098852,110
2843195.118717661,111
3115321.0531306015,112
2812159.4839348663,113
11628760.047316674,114
6111876.917700443,115
3543930.0301243616,116
9500845.39626815,117
5544608.568349083,118
10261693.95264201,119
3179912.6661806316,120
14273497.656064684,121
5159659.266845552,122
5159659.266845552,123
2836000.5421014274,124
11306765.626099441,125
