Price,id
4065851.2908000015,0
8377091.845200002,1
8236435.9662000025,2
4884365.8188000005,3
5286018.348000002,4
5103097.4592,5
3202506.262800001,6
2772555.832800001,7
4199185.941600002,8
6146912.414760001,9
4155516.4404000016,10
5173182.4248,11
9014160.370800003,12
5286235.3128,13
3923943.8628000007,14
6349409.0712,15
6751237.069199998,16
7748228.2644,17
7662802.523999998,18
3646521.169200001,19
8245148.792400003,20
9640543.972800002,21
6146912.414760001,22
7054355.864399999,23
4618066.424400002,24
3174751.663200001,25
4884365.8188000005,26
5385808.818000001,27
5335541.4528,28
7992595.244399999,29
6847559.6592,30
3136691.2356000007,31
5023387.4964000005,32
3536685.1104000015,33
5335541.4528,34
7940243.5944,35
3346375.2660000003,36
6398269.4256,37
5124303.1008,38
10452728.878800003,39
7023310.631999999,40
7016310.849599999,41
4209051.615600001,42
7612735.2288,43
7054355.864399999,44
6886751.1492,45
3708647.7948000026,46
6029249.9436,47
3174751.663200001,48
3174751.663200001,49
8520614.3568,50
6085595.88,51
5376925.71,52
4256695.544400002,53
6237206.49552,54
7023310.631999999,55
6269859.4608,56
7604194.166399999,57
2759170.705200002,58
7992595.244399999,59
6322855.780799999,60
7007341.489199999,61
5999090.057999999,62
2580440.6160000004,63
7284449.7024,64
6349409.0712,65
3049193.0664000018,66
6322855.780799999,67
7023310.631999999,68
8666093.108400002,69
7899030.3599999985,70
2624894.688,71
8666673.1632,72
4096045.2624,73
6260237.872199999,74
5039019.039600001,75
7161389.1648,76
2756202.555600002,77
2631308.191200001,78
4536884.2428,79
6939864.843599999,80
8225822.623200004,81
6298560.1691999985,82
5953488.621599999,83
3749428.5816000034,84
6406794.4824,85
8225822.623200004,86
7662802.523999998,87
10313680.5252,88
6760206.429599999,89
9391875.932400003,90
6925608.3,91
2756202.555600002,92
2793628.9836000013,93
7590386.6688,94
7099585.0224,95
7604194.166399999,96
4226776.0392,97
3250570.1904000025,98
8377091.845200002,99
2793628.9836000013,100
2659510.947600002,101
9219707.546400003,102
14543352.096,103
3751735.4628000017,104
10713511.972800002,105
6299204.839199999,106
3049193.0664000018,107
7478652.168,108
5002858.8324,109
3650760.874800001,110
3179603.138400001,111
3540008.3472,112
3006353.1888000015,113
7024213.0218,114
6269360.619600001,115
4672270.278000001,116
7010633.307600001,117
4198474.581600002,118
6309193.6674,119
4308523.752000002,120
7899030.3599999985,121
3566890.3452000003,122
5229661.741200001,123
2521874.0508000003,124
5804951.3184,125
9127380.132000007,126
6971404.471199999,127
6469613.735520001,128
6051615.102000001,129
4256672.425200001,130
7601360.5824,131
7782434.8992,132
2812868.6040000007,133
4660671.553200002,134
9197677.0236,135
3670589.4420000017,136
